"Woonplaatsen in Nederland 2018"
""
"";"Onderwerp"
"";"Gemeente|Naam ";"Gemeente|Code ";"Provincie|Naam";"Provincie|Code";"Landsdeel|Naam";"Landsdeel|Code"
"Voorst";"OudeIJsselstreek";"GM1509";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Voorst";"Voorst";"GM0285";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Voorthuizen";"Barneveld";"GM0203";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Vorchten";"Heerde";"GM0246";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Vorden";"Bronckhorst";"GM1876";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Vorstenbosch";"Bernheze";"GM1721";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Vortum-Mullem";"Boxmeer";"GM0756";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Vragender";"OostGelre";"GM1586";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Vredenheim";"AaenHunze";"GM1680";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Vredepeel";"Venray";"GM0984";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Vreeland";"StichtseVecht";"GM1904";"Utrecht";"PV26";"West-Nederland";"LD03"
"Vries";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Vriescheloo";"Westerwolde";"GM1950";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Vriezenveen";"Twenterand";"GM1700";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Vroomshoop";"Twenterand";"GM1700";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Vrouwenakker";"Nieuwkoop";"GM0569";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Vrouwenparochie";"Waadhoeke";"GM1949";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Vrouwenpolder";"Veere";"GM0717";"Zeeland";"PV29";"West-Nederland";"LD03"
"Vught";"Vught";"GM0865";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Vuren";"Lingewaal";"GM0733";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Waaksens";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Waal";"Molenwaard";"GM1927";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"De Waal";"Texel";"GM0448";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Waalre";"Waalre";"GM0866";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Waalwijk";"Waalwijk";"GM0867";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"'t Waar";"Oldambt";"GM1895";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Waarde";"Reimerswaal";"GM0703";"Zeeland";"PV29";"West-Nederland";"LD03"
"Waardenburg";"Neerijnen";"GM0304";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Waarder";"Bodegraven-Reeuwijk";"GM1901";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Waardhuizen";"Woudrichem";"GM0874";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Waarland";"Schagen";"GM0441";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Waaxens";"Dongeradeel";"GM0058";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wachtum";"Coevorden";"GM0109";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Waddinxveen";"Waddinxveen";"GM0627";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Wadenoijen";"Tiel";"GM0281";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Wagenberg";"Drimmelen";"GM1719";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Wagenborgen";"Delfzijl";"GM0010";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Wageningen";"Wageningen";"GM0289";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Walem";"ValkenburgaandeGeul";"GM0994";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Walsoorden";"Hulst";"GM0677";"Zeeland";"PV29";"West-Nederland";"LD03"
"Wâlterswâld";"Dantumadiel";"GM1891";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wamel";"WestMaasenWaal";"GM0668";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Wanneperveen";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Wanroij";"SintAnthonis";"GM1702";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Wanssum";"Venray";"GM0984";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Wânswert";"Ferwerderadiel";"GM1722";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wapenveld";"Heerde";"GM0246";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Wapse";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Wapserveen";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Warder";"Edam-Volendam";"GM0385";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Warffum";"Eemsmond";"GM1651";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Warfhuizen";"DeMarne";"GM1663";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Warfstermolen";"KollumerlandenNieuwkruisland";"GM0079";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Warmenhuizen";"Schagen";"GM0441";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Warmond";"Teylingen";"GM1525";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Warns";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Warnsveld";"Zutphen";"GM0301";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Warstiens";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Warten";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Waskemeer";"Ooststellingwerf";"GM0085";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Waspik";"Waalwijk";"GM0867";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Wassenaar";"Wassenaar";"GM0629";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Wateren";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Watergang";"Waterland";"GM0852";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Waterhuizen";"Midden-Groningen";"GM1952";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Wateringen";"Westland";"GM1783";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Waterlandkerkje";"Sluis";"GM1714";"Zeeland";"PV29";"West-Nederland";"LD03"
"Waverveen";"DeRondeVenen";"GM0736";"Utrecht";"PV26";"West-Nederland";"LD03"
"Wedde";"Westerwolde";"GM1950";"Groningen";"PV20";"Noord-Nederland";"LD01"
"De Weere";"Opmeer";"GM0432";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Weerselo";"Dinkelland";"GM1774";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Weert";"Weert";"GM0988";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Weesp";"Weesp";"GM0457";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Wehe-den Hoorn";"DeMarne";"GM1663";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Wehl";"Doetinchem";"GM0222";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Weidum";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Weiteveen";"Emmen";"GM0114";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Wekerom";"Ede";"GM0228";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Well";"Maasdriel";"GM0263";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Well L";"Bergen(L.)";"GM0893";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Wellerlooi";"Bergen(L.)";"GM0893";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Welsum";"Olst-Wijhe";"GM1773";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Wemeldinge";"Kapelle";"GM0678";"Zeeland";"PV29";"West-Nederland";"LD03"
"Wenum Wiesel";"Apeldoorn";"GM0200";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Wergea";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Werkendam";"Werkendam";"GM0870";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Werkhoven";"Bunnik";"GM0312";"Utrecht";"PV26";"West-Nederland";"LD03"
"Wernhout";"Zundert";"GM0879";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Wervershoof";"Medemblik";"GM0420";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Wesepe";"Olst-Wijhe";"GM1773";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Wessem";"Maasgouw";"GM1641";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Westbeemster";"Beemster";"GM0370";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Westbroek";"DeBilt";"GM0310";"Utrecht";"PV26";"West-Nederland";"LD03"
"Westdorp";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Westdorpe";"Terneuzen";"GM0715";"Zeeland";"PV29";"West-Nederland";"LD03"
"Westendorp";"OudeIJsselstreek";"GM1509";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Westerbeek";"SintAnthonis";"GM1702";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Westerbork";"Midden-Drenthe";"GM1731";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Westerbroek";"Midden-Groningen";"GM1952";"Groningen";"PV20";"Noord-Nederland";"LD01"
"De Westereen";"Dantumadiel";"GM1891";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Westeremden";"Loppersum";"GM0024";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Westergeest";"KollumerlandenNieuwkruisland";"GM0079";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Westerhaar-Vriezenveensewijk";"Twenterand";"GM1700";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Westerhoven";"Bergeijk";"GM1724";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Westerland";"HollandsKroon";"GM1911";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Westerlee";"Oldambt";"GM1895";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Westernieland";"DeMarne";"GM1663";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Westervelde";"Noordenveld";"GM1699";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Westervoort";"Westervoort";"GM0293";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Westerwijtwerd";"Loppersum";"GM0024";"Groningen";"PV20";"Noord-Nederland";"LD01"
"West-Graftdijk";"Alkmaar";"GM0361";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Westhem";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Westhoek";"Waadhoeke";"GM1949";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Westkapelle";"Veere";"GM0717";"Zeeland";"PV29";"West-Nederland";"LD03"
"Westknollendam";"Zaanstad";"GM0479";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Westmaas";"Binnenmaas";"GM0585";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"West-Terschelling";"Terschelling";"GM0093";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Westwoud";"Drechterland";"GM0498";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Westzaan";"Zaanstad";"GM0479";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Wetering";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Weteringbrug";"Haarlemmermeer";"GM0394";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Wetsens";"Dongeradeel";"GM0058";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wetsinge";"Winsum";"GM0053";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Weurt";"Beuningen";"GM0209";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Wezep";"Oldebroek";"GM0269";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Wezup";"Coevorden";"GM0109";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Wezuperbrug";"Coevorden";"GM0109";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Wichmond";"Bronckhorst";"GM1876";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Wier";"Waadhoeke";"GM1949";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wierden";"Wierden";"GM0189";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Wieringerwaard";"HollandsKroon";"GM1911";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Wieringerwerf";"HollandsKroon";"GM1911";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Wierum";"Dongeradeel";"GM0058";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wijchen";"Wijchen";"GM0296";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Wijckel";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wijdenes";"Drechterland";"GM0498";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Wijdewormer";"Wormerland";"GM0880";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Wijhe";"Olst-Wijhe";"GM1773";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"de Wijk";"DeWolden";"GM1690";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Wijk aan Zee";"Beverwijk";"GM0375";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Wijk bij Duurstede";"WijkbijDuurstede";"GM0352";"Utrecht";"PV26";"West-Nederland";"LD03"
"Wijk en Aalburg";"Aalburg";"GM0738";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Wijlre";"Gulpen-Wittem";"GM1729";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Wijnaldum";"Harlingen";"GM0072";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wijnandsrade";"Nuth";"GM0951";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Wijnbergen";"Montferland";"GM1955";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Wijngaarden";"Molenwaard";"GM1927";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Wijnjewoude";"Opsterland";"GM0086";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wijster";"Midden-Drenthe";"GM1731";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Wilbertoord";"MillenSintHubert";"GM0815";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Wildervank";"Veendam";"GM0047";"Groningen";"PV20";"Noord-Nederland";"LD01"
"De Wilgen";"Smallingerland";"GM0090";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wilhelminadorp";"Goes";"GM0664";"Zeeland";"PV29";"West-Nederland";"LD03"
"Wilhelminaoord";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Willemsoord";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Willemstad";"Moerdijk";"GM1709";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Wilnis";"DeRondeVenen";"GM0736";"Utrecht";"PV26";"West-Nederland";"LD03"
"Wilp";"Voorst";"GM0285";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"De Wilp";"Marum";"GM0025";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Wilsum";"Kampen";"GM0166";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Winde";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Windraak";"Sittard-Geleen";"GM1883";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Winkel";"HollandsKroon";"GM1911";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Winneweer";"TenBoer";"GM0009";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Winschoten";"Oldambt";"GM1895";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Winssen";"Beuningen";"GM0209";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Winsum";"Waadhoeke";"GM1949";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Winsum";"Winsum";"GM0053";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Wintelre";"Eersel";"GM0770";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Winterswijk";"Winterswijk";"GM0294";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Winterswijk Brinkheurne";"Winterswijk";"GM0294";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Winterswijk Corle";"Winterswijk";"GM0294";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Winterswijk Henxel";"Winterswijk";"GM0294";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Winterswijk Huppel";"Winterswijk";"GM0294";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Winterswijk Kotten";"Winterswijk";"GM0294";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Winterswijk Meddo";"Winterswijk";"GM0294";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Winterswijk Miste";"Winterswijk";"GM0294";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Winterswijk Ratum";"Winterswijk";"GM0294";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Winterswijk Woold";"Winterswijk";"GM0294";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Wirdum";"Loppersum";"GM0024";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Wirdum";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wissenkerke";"Noord-Beveland";"GM1695";"Zeeland";"PV29";"West-Nederland";"LD03"
"Witharen";"Ommen";"GM0175";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Witmarsum";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Witte Paarden";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Wittelte";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Wittem";"Gulpen-Wittem";"GM1729";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Witteveen";"Midden-Drenthe";"GM1731";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Wiuwert";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wjelsryp";"Waadhoeke";"GM1949";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Woensdrecht";"Woensdrecht";"GM0873";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Woerden";"Woerden";"GM0632";"Utrecht";"PV26";"West-Nederland";"LD03"
"Woerdense Verlaat";"Nieuwkoop";"GM0569";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Wognum";"Medemblik";"GM0420";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Woldendorp";"Delfzijl";"GM0010";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Wolfheze";"Renkum";"GM0274";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Wolphaartsdijk";"Goes";"GM0664";"Zeeland";"PV29";"West-Nederland";"LD03"
"Wolsum";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Woltersum";"TenBoer";"GM0009";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Wolvega";"Weststellingwerf";"GM0098";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wommels";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wons";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Workum";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wormer";"Wormerland";"GM0880";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Wormerveer";"Zaanstad";"GM0479";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Woubrugge";"KaagenBraassem";"GM1884";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Woudbloem";"Midden-Groningen";"GM1952";"Groningen";"PV20";"Noord-Nederland";"LD01"
"de Woude";"Castricum";"GM0383";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Woudenberg";"Woudenberg";"GM0351";"Utrecht";"PV26";"West-Nederland";"LD03"
"Woudrichem";"Woudrichem";"GM0874";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Woudsend";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wouw";"Roosendaal";"GM1674";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Wouwse Plantage";"Roosendaal";"GM1674";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Wyns";"Tytsjerksteradiel";"GM0737";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wytgaard";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Yde";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Yerseke";"Reimerswaal";"GM0703";"Zeeland";"PV29";"West-Nederland";"LD03"
"Ypecolsga";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Ysbrechtum";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Ysselsteyn";"Venray";"GM0984";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Zaamslag";"Terneuzen";"GM0715";"Zeeland";"PV29";"West-Nederland";"LD03"
"Zaandam";"Zaanstad";"GM0479";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Zaandijk";"Zaanstad";"GM0479";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Zalk";"Kampen";"GM0166";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Zaltbommel";"Zaltbommel";"GM0297";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"'t Zand";"Schagen";"GM0441";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Zandberg";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Zandeweer";"Eemsmond";"GM1651";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Zandhuizen";"Weststellingwerf";"GM0098";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Zandpol";"Emmen";"GM0114";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"'t Zandt";"Loppersum";"GM0024";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Zandvoort";"Zandvoort";"GM0473";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Zeddam";"Montferland";"GM1955";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Zeegse";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Zeeland";"Landerd";"GM1685";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Zeerijp";"Loppersum";"GM0024";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Zeewolde";"Zeewolde";"GM0050";"Flevoland";"PV24";"Oost-Nederland";"LD02"
"Zegge";"Rucphen";"GM0840";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Zegveld";"Woerden";"GM0632";"Utrecht";"PV26";"West-Nederland";"LD03"
"Zeijen";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Zeijerveen";"Assen";"GM0106";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Zeijerveld";"Assen";"GM0106";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Zeist";"Zeist";"GM0355";"Utrecht";"PV26";"West-Nederland";"LD03"
"Zelhem";"Bronckhorst";"GM1876";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Zenderen";"Borne";"GM0147";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Zennewijnen";"Tiel";"GM0281";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Zennewijnen";"Neerijnen";"GM0304";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Zetten";"Overbetuwe";"GM1734";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Zevenaar";"Zevenaar";"GM0299";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Zevenbergen";"Moerdijk";"GM1709";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Zevenbergschen Hoek";"Moerdijk";"GM1709";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Zevenbergschen Hoek";"Drimmelen";"GM1719";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Zevenhoven";"Nieuwkoop";"GM0569";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Zevenhuizen";"Zuidplas";"GM1892";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Zevenhuizen";"Leek";"GM0022";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Zierikzee";"Schouwen-Duiveland";"GM1676";"Zeeland";"PV29";"West-Nederland";"LD03"
"Zieuwent";"OostGelre";"GM1586";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Zijderveld";"Vianen";"GM0620";"Utrecht";"PV26";"West-Nederland";"LD03"
"Zijdewind";"HollandsKroon";"GM1911";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Zijldijk";"Loppersum";"GM0024";"Groningen";"PV20";"Noord-Nederland";"LD01"
"De Zilk";"Noordwijkerhout";"GM0576";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Zoelen";"Buren";"GM0214";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Zoelmond";"Buren";"GM0214";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Zoetermeer";"Zoetermeer";"GM0637";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Zoeterwoude";"Zoeterwoude";"GM0638";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Zonnemaire";"Schouwen-Duiveland";"GM1676";"Zeeland";"PV29";"West-Nederland";"LD03"
"Zorgvlied";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Zoutelande";"Veere";"GM0717";"Zeeland";"PV29";"West-Nederland";"LD03"
"Zoutkamp";"DeMarne";"GM1663";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Zuid-Beijerland";"Korendijk";"GM0588";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Zuidbroek";"Midden-Groningen";"GM1952";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Zuiddorpe";"Terneuzen";"GM0715";"Zeeland";"PV29";"West-Nederland";"LD03"
"Zuidermeer";"Koggenland";"GM1598";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Zuiderwoude";"Waterland";"GM0852";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Zuidhorn";"Zuidhorn";"GM0056";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Zuidlaarderveen";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Zuidland";"Nissewaard";"GM1930";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
